ano_compra;"cnpj_instituicao";"sg_uf";"ds_esfera";dt_compra;dt_insercao;validade_compra;"co_catmat";"ds_item";"co_pdm";"co_grupo";"no_grupo";"co_classe";"no_classe";"fg_generico";"tp_compra";"sg_unidade_medida";"cnpj_fornecedor";"no_fornecedor";"cnpj_fabricante";"no_fabricante";qt_medicamento;"ds_observacao";"no_instituicao";"no_municipio";"un_medida_capacidade";"no_pdm";"nu_processo_compra";"nu_ata";"un_fornecimento";"registro_anvisa";"modalidade";vl_capacidade;vl_preco_unitario;vl_preco_total;co_seq_bps
"2024";"11718406000120";"SE";"MUNICIPAL";"16/10/2024";"12/11/2024";"12";"268005";"TRAVOPROSTA, DOSAGEM:0,04 MG/ML, APRESENTAÇÃO:SOLUÇÃO OFTÁLMICA";"17746";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"15145035000196";"RIOBAHIAFARMA COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICOS E COSMETICOS LTDA";"03485572000104";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"5100";;"FUNDO MUNICIPAL DE SAUDE";"ARACAJU";"FRASCO 2,50 ML";"TRAVOPROSTA";"41/2024";"34/2024";"FRASCO";"1542302130031";"Pregão";"250.0";"9.78";"49878.0";"13231504"
"2024";"10589928000107";"PE";"MUNICIPAL";"20/09/2024";;"12";"460850";"COLETOR DE URINA, MATERIAL :PLÁSTICO, TIPO :SISTEMA ABERTO, CAPACIDADE :CERCA DE 1200 ML, GRADUAÇÃO:GRADUADA, ESTERILIDADE :NÃO ESTÉRIL, DESCARTÁVEL";"5359";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6515";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS";;"ADMINISTRATIVA";;"29101445000140";"JORGE EDUARDO RIBEIRO SOARES LTDA";"05150338000143";"MEDSONDA - INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES DESCARTAVEIS LTDA";"375";;"FUNDO MUNICIPAL DE SAUDE DO BOM JARDIM";"BOM JARDIM";"UNIDADE";"COLETOR DE URINA";"0020/2024";"0015/2024";"UNIDADE";;"Pregão";;"3.6";"1350.0";"13231505"
"2024";"10589928000107";"PE";"MUNICIPAL";"20/09/2024";;"12";"358132";"FRALDA DESCARTÁVEL, TIPO FORMATO:ANATÔMICO, TAMANHO:GRANDE, PESO USUÁRIO:ACIMA DE 70 KG, CARACTERÍSTICAS ADICIONAIS:FLOCOS DE GEL, ABAS ANTIVAZAMENTO, FAIXA AJUSTÁVEL, TIPO ADESIVO FIXAÇÃO:FITAS ADESIVAS MULTIAJUSTÁVEIS,REUTILIZÁVEIS, USO:ALGODÃO NÃO DESFAÇA QUANDO MOLHADO";"7819";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6532";"VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE FINALIDADES ESPECIAIS";;"ADMINISTRATIVA";;"29101445000140";"JORGE EDUARDO RIBEIRO SOARES LTDA";"05882795000122";"MEGAFRAL INDUSTRIA E COMERCIO LTDA";"26250";;"FUNDO MUNICIPAL DE SAUDE DO BOM JARDIM";"BOM JARDIM";"UNIDADE";"FRALDA DESCARTÁVEL.";"0020/2024";"0015/2024";"UNIDADE";;"Pregão";;"1.05";"27562.5";"13231506"
"2024";"10589928000107";"PE";"MUNICIPAL";"20/09/2024";;"12";"427338";"FRALDA DESCARTÁVEL, TIPO FORMATO:ANATÔMICO, TAMANHO:PEQUENO, PESO USUÁRIO:ATÉ 40 KG, CARACTERÍSTICAS ADICIONAIS:FLOCOS DE GEL, ABAS ANTIVAZAMENTO, FAIXA AJUSTÁVEL, TIPO ADESIVO FIXAÇÃO:FITAS ADESIVAS MULTIAJUSTÁVEIS, TIPO USUÁRIO:ADULTO, USO:ALGODÃO NÃO DESFAÇA QUANDO MOLHADO";"7819";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6532";"VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE FINALIDADES ESPECIAIS";;"ADMINISTRATIVA";;"29101445000140";"JORGE EDUARDO RIBEIRO SOARES LTDA";"05882795000122";"MEGAFRAL INDUSTRIA E COMERCIO LTDA";"3750";;"FUNDO MUNICIPAL DE SAUDE DO BOM JARDIM";"BOM JARDIM";"UNIDADE";"FRALDA DESCARTÁVEL.";"0020/2024";"0015/2024";"UNIDADE";;"Pregão";;"1.15";"4312.5";"13231507"
"2024";"02930318000105";"PI";"MUNICIPAL";"30/08/2024";"30/10/2024";"12";"268243";"DEXAMETASONA, DOSAGEM:0,1 MG/ML, APRESENTAÇÃO:ELIXIR";"6143";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"03894963000174";"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA";"17159229000176";"LABORATORIO TEUTO BRASILEIRO S/A";"1000";;"MUNICIPIO DE SEBASTIAO LEAL - SECRETARIA DE SAUDE";"SEBASTIAO LEAL";"FRASCO 100,00 ML";"DEXAMETASONA";"043/2023";"001/2023";"FRASCO";"1037002840027";"Registro de Preços";"10000.0";"5.82";"5820.0";"13231508"
"2024";"11171199000137";"PB";"MUNICIPAL";"19/02/2024";"31/10/2024";"12";"300989";"PERICIAZINA, DOSAGEM:40 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL - GOTAS";"10671";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"39691295000125";"MEDIAC MEDICAMENTOS E ACESSORIOS HOSPITALARES LTDA";"10588595001092";"SANOFI MEDLEY FARMACEUTICA LTDA";"400";;"FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE PILAR";"PILAR";"FRASCO 20,00 ML";"PERICIAZINA";"231228pp00009";"021";"FRASCO";"1832603170034";"Pregão";"2000.0";"26.5";"10600.0";"13231509"
"2024";"10589928000107";"PE";"MUNICIPAL";"20/09/2024";;"12";"454406";"SISTEMA FECHADO ASPIRAÇÃO TRAQUEAL, APLICAÇÃO:P/ TUBO ENDOTRAQUEAL, TAMANHO:8 FR, TIPO SONDA:SONDA GRADUADA E PROTEGIDA, CONECTOR:CONECTORES PADRÃO, VIAS:VIA IRRIGAÇÃO ANTIRREFLUXO, VÁLVULA SUCÇÃO:VÁLVULA SUCÇÃO C/ TAMPA E TRAVA DE SEGURANÇA, ESTERILIDADE:ESTÉRIL, USO ÚNICO, EMBALAGEM:EMBALAGEM INDIVIDUAL";"9539";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6515";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS";;"ADMINISTRATIVA";;"29101445000140";"JORGE EDUARDO RIBEIRO SOARES LTDA";"05150338000143";"MEDSONDA - INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES DESCARTAVEIS LTDA";"1875";;"FUNDO MUNICIPAL DE SAUDE DO BOM JARDIM";"BOM JARDIM";"UNIDADE";"SISTEMA FECHADO ASPIRAÇÃO TRAQUEAL";"0020/2024";"0015/2024";"UNIDADE";;"Pregão";;"0.57";"1068.75";"13231510"
"2024";"11186410000195";"PA";"MUNICIPAL";"29/04/2024";"18/11/2024";"12";"271103";"CETOCONAZOL, DOSAGEM:2%, APRESENTAÇÃO:SHAMPOO";"4803";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";"ML";"35472743000149";"HEALTH DISTRIBUIDORA DE MEDICAMENTOS LTDA";"00677858000195";"ARTE NATIVA PRODUTOS NATURAIS LTDA";"10100";"Registro de preço para futura e eventual aquisição de medicamentos da farmácia básica para atender as necessidades da secretaria municipal saúde";"FUNDO MUNICIPAL DE SAUDE DE BELTERRA";"BELTERRA";"FRASCO 100,00 ML";"CETOCONAZOL";"003/2024";"03";"FRASCO";;"Pregão";"10000.0";"5.59";"56459.0";"13231511"
"2024";"10785644000196";"PB";"MUNICIPAL";"03/01/2024";"17/10/2024";"12";"452776";"COMPRESSA GAZE, MATERIAL:VISCOSE E POLIÉSTER, DIMENSÕES:CERCA DE 7,5 X 7,5 CM, GRAMATURA:40 G/M2, ADICIONAL:2 DOBRAS, CARACTERÍSTICAS ADICIONAIS :HIPOALERGÊNICA, ACESSÓRIOS:NÃO ADERENTE, ESTERILIDADE :ESTÉRIL, USO ÚNICO, EMBALAGEM:EMBALAGEM INDIVIDUAL";"373";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6510";"MATERIAIS CIRÚRGICOS PARA CURATIVOS";;"ADMINISTRATIVA";;"31187918000115";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"40357820000150";"ULTRA TEXTIL INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA";"150";;"FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DE CAIANA";"SAO JOSE DE CAIANA";"UNIDADE";"COMPRESSA GAZE";"038/2024";"sim";"UNIDADE";;"Pregão";;"16.9";"2535.0";"13231512"
"2024";"10589928000107";"PE";"MUNICIPAL";"20/09/2024";;"12";"348807";"ABAIXADOR LÍNGUA, MATERIAL:MADEIRA, TIPO:DESCARTÁVEL, COMPRIMENTO:14 CM, FORMATO:TIPO ESPÁTULA, LARGURA:1,50 CM, ESPESSURA:2 MM";"458";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6515";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS";;"ADMINISTRATIVA";"UN";"29101445000140";"JORGE EDUARDO RIBEIRO SOARES LTDA";"50938745000174";"THEOTO S A INDUSTRIA E COMERCIO";"525";;"FUNDO MUNICIPAL DE SAUDE DO BOM JARDIM";"BOM JARDIM";"PACOTE 100,00 UN";"ABAIXADOR LÍNGUA";"0020/2024";"0015/2024";"PACOTE";;"Pregão";"10000.0";"4.99";"2619.75";"13231515"
"2024";"11174552000132";"PB";"MUNICIPAL";"13/09/2024";"18/11/2024";"12";"271000";"DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:50 MG";"6171";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"08778201000126";"DROGAFONTE LTDA";"03485572000104";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"500";;"FUNDO MUNICIPAL DE SAUDE DE ITAPORANGA";"ITAPORANGA";"COMPRIMIDO";"DICLOFENACO";"0023/2024";"não";"COMPRIMIDO";"1542300220051";"Pregão";;"0.04";"20.0";"13231516"
"2024";"51816247000111";"SP";"MUNICIPAL";"10/07/2024";"19/11/2024";"12";"274647";"SOTALOL CLORIDRATO, DOSAGEM:160 MG";"12278";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"JUDICIAL";;"05782733000149";"CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.";"61286647000116";"SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.";"390";;"MUNICIPIO DE MONTE ALTO";"MONTE ALTO";"COMPRIMIDO";"SOTALOL CLORIDRATO";"94/2024";"248/2024";"COMPRIMIDO";"1004703250041";"Leilão";;"0.7";"273.0";"13231517"
"2024";"11174552000132";"PB";"MUNICIPAL";"13/09/2024";"18/11/2024";"12";"271000";"DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:50 MG";"6171";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"08778201000126";"DROGAFONTE LTDA";"03485572000104";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"500";;"FUNDO MUNICIPAL DE SAUDE DE ITAPORANGA";"ITAPORANGA";"COMPRIMIDO";"DICLOFENACO";"0023/2024";"não";"COMPRIMIDO";"1542300220051";"Pregão";;"20.0";"10000.0";"13231518"
"2024";"45355575000165";"SP";"MUNICIPAL";"21/10/2024";"19/11/2024";"12";"483773";"IBUPROFENO, CONCENTRAÇÃO:200 MG/ML, FORMA FARMACEUTICA:SUSPENSÃO ORAL GOTAS";"8275";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";"ML";"04027894000750";"DUPATRI HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA.";"02456955000183";"NATULAB LABORATORIO S.A";"6000";"AQUISIÇÃO PARCELADA DE MEDICAMENTOS PARA ATENDIMENTO DA ÁREA DA SAÚDE E DO HOSPITAL E MATERNIDADE MUNICIPAL DE IBATÉ.";"MUNICIPIO DE IBATE";"IBATE";"FRASCO 20,00 ML";"IBUPROFENO";"2527/2024";"800091/2024";"FRASCO";;"Pregão";"2000.0";"2.48";"14880.0";"13231519"
"2024";"02930318000105";"PI";"MUNICIPAL";"30/08/2024";"30/10/2024";"12";"271000";"DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:50 MG";"6171";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"03894963000174";"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA";"73856593000166";"PRATI, DONADUZZI & CIA LTDA";"4500";;"MUNICIPIO DE SEBASTIAO LEAL - SECRETARIA DE SAUDE";"SEBASTIAO LEAL";"COMPRIMIDO";"DICLOFENACO";"043/2023";"001/2023";"COMPRIMIDO";"1256802000014";"Registro de Preços";;"0.13";"585.0";"13231520"
"2024";"02466144000163";"BA";"ESTADUAL";"26/04/2024";;"6";"429826";"VISMODEGIBE, CONCENTRAÇÃO:150 MG";"4303";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"JUDICIAL";;"12420164000904";"CM HOSPITALAR S.A.";"33009945000123";"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A";"896";;"SECRETARIA DA SAUDE DO ESTADO DA BAHIA SESAB";"SALVADOR";"CÁPSULA";"VISMODEGIBE";"01950222024021340558";;"CÁPSULA";"1010006640012";"Dispensa de Licitação";;"882.145";"790401.92";"13231521"
"2024";"45355575000165";"SP";"MUNICIPAL";"21/10/2024";"19/11/2024";"12";"270138";"BIPERIDENO, APRESENTAÇÃO:LACTATO, DOSAGEM:5 MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL";"3567";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";"ML";"44734671002286";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"44734671000402";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"240";"AQUISIÇÃO PARCELADA DE MEDICAMENTOS PARA ATENDIMENTO DA ÁREA DA SAÚDE E DO HOSPITAL E MATERNIDADE MUNICIPAL DE IBATÉ.";"MUNICIPIO DE IBATE";"IBATE";"AMPOLA 1,00 ML";"BIPERIDENO";"2527/2024";"800091/2024";"AMPOLA";;"Pregão";"100.0";"2.5";"600.0";"13231522"
"2024";"11718406000120";"SE";"MUNICIPAL";"23/01/2024";"22/11/2024";"12";"378432";"AGULHA ACUPUNTURA, MATERIAL:AÇO INOXIDÁVEL, TIPO:CAPILAR CILÍNDRICA (FILIFORME), ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, TAMANHO:0,25 X 30 MM, TIPO DE CABO:COM CABO, EM ESPIRAL, BAINHA:COM BAINHA PROTETORA, INDIVIDUAL";"2170";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6515";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS";;"ADMINISTRATIVA";;"10279430000148";"ROSILENE VIEIRA LOPES";"10372638000107";"CESAR EDUARDO RESENDE BASTOS";"18000";;"FUNDO MUNICIPAL DE SAUDE";"ARACAJU";"UNIDADE";"AGULHA ACUPUNTURA";"148/2023";"06/2024";"UNIDADE";;"Pregão";;"0.2";"3600.0";"13231523"
"2024";"18663401000197";"MG";"MUNICIPAL";"19/04/2024";"23/10/2024";"12";"271000";"DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:50 MG";"6171";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"03945035000191";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"05161069000110";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"22000";;"MUNICIPIO DE GUAXUPE";"GUAXUPE";"COMPRIMIDO";"DICLOFENACO";"081/2024";"sim";"COMPRIMIDO";"1558403370026";"Pregão";;"0.0483";"1062.6";"13231524"
"2024";"45355575000165";"SP";"MUNICIPAL";"21/10/2024";"19/11/2024";"12";"268488";"MEROPENEM, DOSAGEM:1 G, APRESENTAÇÃO:INJETÁVEL";"9604";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";;"44734671002286";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"33258401000448";"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA";"1000";"AQUISIÇÃO PARCELADA DE MEDICAMENTOS PARA ATENDIMENTO DA ÁREA DA SAÚDE E DO HOSPITAL E MATERNIDADE MUNICIPAL DE IBATÉ.";"MUNICIPIO DE IBATE";"IBATE";"FRASCO-AMPOLA";"MEROPENEM";"2527/2024";"800091/2024";"FRASCO-AMPOLA";;"Pregão";;"15.35";"15350.0";"13231526"
"2024";"45355575000165";"SP";"MUNICIPAL";"21/10/2024";"19/11/2024";"12";"340178";"CISATRACÚRIO BESILATO, CONCENTRAÇÃO:2 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL";"14231";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";"ML";"44734671002286";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"44734671000402";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"300";"AQUISIÇÃO PARCELADA DE MEDICAMENTOS PARA ATENDIMENTO DA ÁREA DA SAÚDE E DO HOSPITAL E MATERNIDADE MUNICIPAL DE IBATÉ.";"MUNICIPIO DE IBATE";"IBATE";"AMPOLA 5,00 ML";"CISATRACÚRIO BESILATO";"2527/2024";"800091/2024";"AMPOLA";;"Pregão";"500.0";"10.0";"3000.0";"13231527"
"2024";"11850969000178";"SE";"MUNICIPAL";"22/10/2024";"13/02/2025";"12";"267675";"HIDROCLOROTIAZIDA, DOSAGEM:50 MG";"8220";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"29565364000109";"C G FARMA DISTRIBUIDORA LTDA";"02814497000107";"CIMED INDUSTRIA S.A.";"7500";;"FUNDO MUNICIPAL DE SAUDE DE NOSSA SENHORA DA GLORIA";"NOSSA SENHORA DA GLORIA";"COMPRIMIDO";"HIDROCLOROTIAZIDA";"043/2024";"26/2024";"COMPRIMIDO";"1438102100045";"Pregão";;"0.07";"525.0";"13231528"
"2024";"91987669000174";"RS";"MUNICIPAL";"18/10/2024";"26/11/2024";"12";"271103";"CETOCONAZOL, DOSAGEM:2%, APRESENTAÇÃO:SHAMPOO";"4803";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"03652030000170";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"65271900000119";"NATIVITA INDUSTRIA E COMERCIO LTDA";"100";;"MUNICIPIO DE MONTE BELO DO SUL";"MONTE BELO DO SUL";"FRASCO 100,00 ML";"CETOCONAZOL";"023/2024";"023/2024";"FRASCO";"1476100200029";"Pregão";"10000.0";"5.0";"500.0";"13231531"
"2024";"91987669000174";"RS";"MUNICIPAL";"18/10/2024";"26/11/2024";"12";"271000";"DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:50 MG";"6171";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"03652030000170";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"18324343000177";"BELFAR LTDA";"20000";;"MUNICIPIO DE MONTE BELO DO SUL";"MONTE BELO DO SUL";"COMPRIMIDO";"DICLOFENACO";"023/2024";"023/2024";"COMPRIMIDO";"1057101520033";"Pregão";;"0.048";"960.0";"13231532"
"2024";"91987669000174";"RS";"MUNICIPAL";"18/10/2024";"26/11/2024";"12";"276656";"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:25 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA";"9703";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"03652030000170";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"64171697000146";"ACCORD FARMACEUTICA LTDA";"27000";;"MUNICIPIO DE MONTE BELO DO SUL";"MONTE BELO DO SUL";"COMPRIMIDO";"METOPROLOL";"023/2024";"023/2024";"COMPRIMIDO";"1553700400042";"Pregão";;"0.3";"8100.0";"13231533"
"2024";"45279635000108";"SP";"MUNICIPAL";"27/06/2024";"14/02/2025";"12";"270092";"GLICOSE, CONCENTRAÇÃO:5%, INDICAÇÃO:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO";"8007";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"56081482000106";"DIMEBRAS COMERCIAL HOSPITALAR LTDA";"55972087000150";"JP INDUSTRIA FARMACEUTICA S/A";"500";;"MUNICIPIO DE ATIBAIA";"ATIBAIA";"BOLSA 250,00 ML";"GLICOSE";"28754/2024";"312/2024";"BOLSA";"1049100200451";"Pregão";"25000.0";"4.96";"2480.0";"13231534"
"2024";"11171199000137";"PB";"MUNICIPAL";"19/02/2024";"31/10/2024";"12";"268243";"DEXAMETASONA, DOSAGEM:0,1 MG/ML, APRESENTAÇÃO:ELIXIR";"6143";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"39691295000125";"MEDIAC MEDICAMENTOS E ACESSORIOS HOSPITALARES LTDA";"06628333000146";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"600";;"FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE PILAR";"PILAR";"FRASCO 100,00 ML";"DEXAMETASONA";"231228pp00009";"021";"FRASCO";"1108500350016";"Pregão";"10000.0";"5.1";"3060.0";"13231535"
"2024";"87612537000190";"RS";"MUNICIPAL";"28/03/2024";"28/11/2024";"6";"269850";"LIDOCAÍNA CLORIDRATO, COMPOSIÇÃO:ASSOCIADA COM EPINEFRINA, DOSAGEM:2% + 1:50.000, APRESENTAÇÃO:INJETÁVEL";"17807";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"00802002000102";"ALTERMED MATERIAL MEDICO HOSPITALAR LTDA";"17174657000178";"HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA";"50";;"MUNICIPIO DE PASSO FUNDO";"PASSO FUNDO";"FRASCO 20,00 ML";"LIDOCAÍNA CLORIDRATO";"028";"Não";"FRASCO";"1038700390092";"Pregão";"2000.0";"5.97";"298.5";"13231536"
"2024";"11171199000137";"PB";"MUNICIPAL";"19/02/2024";"31/10/2024";"12";"267675";"HIDROCLOROTIAZIDA, DOSAGEM:50 MG";"8220";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"39691295000125";"MEDIAC MEDICAMENTOS E ACESSORIOS HOSPITALARES LTDA";"57507378000365";"EMS S/A";"500";;"FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE PILAR";"PILAR";"COMPRIMIDO";"HIDROCLOROTIAZIDA";"231228pp00009";"021";"COMPRIMIDO";"1023507920321";"Pregão";;"0.46";"230.0";"13231537"
"2024";"11892520000172";"SP";"MUNICIPAL";"05/06/2024";"03/09/2024";"12";"362721";"BISOPROLOL FUMARATO, CONCENTRAÇAO:10 MG";"14520";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"01140868000150";"CIRURGICA OLIMPIO LTDA";"57507378000365";"EMS S/A";"35000";;"FUNDO MUNICIPAL DE SAUDE DE BASTOS";"BASTOS";"COMPRIMIDO";"BISOPROLOL FUMARATO";"021/2024";"190/2024";"COMPRIMIDO";"1023508920269";"Pregão";;"0.3";"10500.0";"13231540"
"2024";"11655026000194";"PB";"MUNICIPAL";"03/07/2024";"03/09/2024";"12";"271103";"CETOCONAZOL, DOSAGEM:2%, APRESENTAÇÃO:SHAMPOO";"4803";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"26156923000120";"EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA";"65271900000119";"NATIVITA INDUSTRIA E COMERCIO LTDA";"24";;"FUNDO MUNICIPAL DE SAUDE";"EMAS";"FRASCO 100,00 ML";"CETOCONAZOL";"00024/2024";"NÃO";"FRASCO";"1476100200029";"Pregão";"10000.0";"12.8";"307.2";"13231545"
"2024";"91995365000159";"RS";"MUNICIPAL";"13/08/2024";"03/09/2024";"12";"271000";"DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:50 MG";"6171";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"03652030000170";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"18324343000177";"BELFAR LTDA";"50000";;"MUNICIPIO DE NOVA HARTZ";"NOVA HARTZ";"COMPRIMIDO";"DICLOFENACO";"1376/2024";"104";"COMPRIMIDO";"1057101520017";"Registro de Preços";;"0.047";"2350.0";"13231550"
