ano_compra;"cnpj_instituicao";"sg_uf";"ds_esfera";dt_compra;dt_insercao;validade_compra;"co_catmat";"ds_item";"co_pdm";"co_grupo";"no_grupo";"co_classe";"no_classe";"fg_generico";"tp_compra";"sg_unidade_medida";"cnpj_fornecedor";"no_fornecedor";"cnpj_fabricante";"no_fabricante";qt_medicamento;"ds_observacao";"no_instituicao";"no_municipio";"un_medida_capacidade";"no_pdm";"nu_processo_compra";"nu_ata";"un_fornecimento";"registro_anvisa";"modalidade";vl_capacidade;vl_preco_unitario;vl_preco_total;co_seq_bps
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"267312";"METOCLOPRAMIDA CLORIDRATO, DOSAGEM:10 MG";"9702";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"03652030000332";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"18324343000177";"BELFAR LTDA";"30000";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"COMPRIMIDO";"METOCLOPRAMIDA CLORIDRATO";"27/2025";"N/A";"COMPRIMIDO";"1057101650050";"Pregão";;"0.046";"1380.0";"13148633"
"2026";"46522959000198";"SP";"MUNICIPAL";"11/06/2026";"04/09/2026";"12";"267195";"DIAZEPAM, DOSAGEM:5 MG";"6168";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"JUDICIAL";;"05847630000110";"SOMA/SP PRODUTOS HOSPITALARES LTDA";"04099395000182";"SANTISA LABORATORIO FARMACEUTICO S.A";"1128000";"Processo mãe 1840/2026";"MUNICIPIO DE MAUA";"MAUA";"COMPRIMIDO";"DIAZEPAM";"4331/2026";"87/2026";"COMPRIMIDO";"1018600190100";"Registro de Preços";;"0.0881";"99376.8";"13148699"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"267676";"IBUPROFENO, DOSAGEM:600 MG";"8275";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"03652030000332";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"30222814000131";"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA";"205000";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"COMPRIMIDO";"IBUPROFENO";"27/2025";"N/A";"COMPRIMIDO";"1039200650069";"Pregão";;"0.1105";"22652.5";"13149087"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"271089";"AMOXICILINA, CONCENTRAÇÃO:500MG";"2436";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"03652030000332";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"73856593000166";"PRATI, DONADUZZI & CIA LTDA";"87000";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"CÁPSULA";"AMOXICILINA";"27/2025";"N/A";"CÁPSULA";"1256801470068";"Pregão";;"0.195";"16965.0";"13149151"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"268949";"AZITROMICINA, DOSAGEM:40 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL";"3167";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"03652030000332";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"05161069000110";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"700";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"FRASCO 15,00 ML";"AZITROMICINA";"27/2025";"N/A";"FRASCO";"1558405300017";"Pregão";"1500.0";"6.2";"4340.0";"13149163"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"270119";"CLONAZEPAM, DOSAGEM:2 MG";"5087";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"03652030000332";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"03485572000104";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"320000";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"COMPRIMIDO";"CLONAZEPAM";"27/2025";"N/A";"COMPRIMIDO";"1542301750311";"Pregão";;"0.0417";"13344.0";"13149173"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"267502";"ÁCIDO ACETILSALICÍLICO, DOSAGEM:100 MG";"353";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"03652030000332";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"08055634000153";"IMEC-INDUSTRIA DE MEDICAMENTOS CUSTODIA LTDA";"235000";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"COMPRIMIDO";"ÁCIDO ACETILSALICÍLICO";"27/2025";"N/A";"COMPRIMIDO";"1425900060081";"Pregão";;"0.025";"5875.0";"13149175"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"270120";"CLONAZEPAM, DOSAGEM:2,5 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL- GOTAS";"5087";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"03652030000332";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"03485572000104";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"1500";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"FRASCO 20,00 ML";"CLONAZEPAM";"27/2025";"N/A";"FRASCO";"1542303300046";"Pregão";"2000.0";"1.7096";"2564.4";"13149205"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"267512";"AMITRIPTILINA CLORIDRATO, DOSAGEM:25 MG";"5134";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"03652030000332";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"05161069000110";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"241000";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"COMPRIMIDO";"AMITRIPTILINA CLORIDRATO";"27/2025";"N/A";"COMPRIMIDO";"1558400670029";"Pregão";;"0.035";"8435.0";"13149804"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"267618";"CARBAMAZEPINA, DOSAGEM:200 MG";"4509";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"09135378000177";"CALLMED DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA";"17159229000176";"LABORATORIO TEUTO BRASILEIRO S/A";"50000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"CARBAMAZEPINA";"1030/2026";"16/2026";"COMPRIMIDO";"1037004720029";"Pregão";;"0.16";"8000.0";"13152587"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"267643";"DEXAMETASONA, DOSAGEM:0,1%, APRESENTAÇÃO:CREME";"6143";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"G";"03652030000332";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"73856593000166";"PRATI, DONADUZZI & CIA LTDA";"2600";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"BISNAGA 10,00 G";"DEXAMETASONA";"27/2025";"N/A";"BISNAGA";"1256801260020";"Pregão";"1000.0";"1.45";"3770.0";"13154000"
"2026";"95422986000102";"PR";"MUNICIPAL";"25/05/2026";"07/08/2026";"12";"271377";"PASTA ABRASIVA, APRESENTAÇÃO:GRÃOS, TAMANHO GRÃO:2 A 4 MICRONS, APLICAÇÃO:POLIMENTO FINAL DE PORCELANA E RESINA, TIPO:DIAMANTADA";"10480";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6520";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS";;"ADMINISTRATIVA";"G";"50591089000186";"A2XR COMERCIAL LTDA";"07707681000171";"SOUZA & LEONARDI LTDA";"36";;"MUNICIPIO DE FAZENDA RIO GRANDE";"FAZENDA RIO GRANDE";"BISNAGA 2,00 G";"PASTA ABRASIVA";"200/2025";"60/2025";"BISNAGA";;"Pregão";"200.0";"6.2";"223.2";"13155102"
"2026";"19047937000140";"RO";"MUNICIPAL";"03/07/2026";"03/09/2026";"12";"267625";"CEFALEXINA, DOSAGEM:500 MG";"4720";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"09135378000177";"CALLMED DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA";"17159229000176";"LABORATORIO TEUTO BRASILEIRO S/A";"10000";"PREGÃO ELETRÔNICO Nº 16/2026";"FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE";"MACHADINHO D'OESTE";"COMPRIMIDO";"CEFALEXINA";"1030/2026";"16/2026";"COMPRIMIDO";"1037003820021";"Pregão";;"0.47";"4700.0";"13155320"
"2026";"11429173000146";"ES";"MUNICIPAL";"07/01/2026";"11/02/2026";"12";"268513";"OXACILINA, DOSAGEM:500 MG, COMPOSIÇÃO:INJETÁVEL";"360";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"00874929000140";"MED CENTER COMERCIAL LTDA";"58430828000160";"BLAU FARMACEUTICA S.A.";"1400";"Ata 01/226 - Acácia comér. de medicam. Ata 02/26 - CDR Brasil comér. Ata 03/26 - Cofarminas comér. de prod. farmacêuticos Ata 04/26 - Comercial cirúrgica Rioclarence Ata 05/26 - Conquista Distri. de medic. e prod. hospita. Ata 06/26 - Costa Camargo Comercio de Produtos Hospitalares Ata 07/26 - Dimaster comercio de produtos hospitalares Ata 08/26 - Distribuidora de medicame. Backes Ata 09/26 - Exclusiva distribu. de medicame. Ata 10/26 - Fresenius Kabi Brasil LTDA Ata 11/26 - Hospdrogas comercial LTDA matriz Ata 12/26 - Hospidrogas comercial de prod. hospitalares Ata 13/26 - JC prod. Farmacê. Hosp. Ata 14/26 - Med Center comer. Ata 15/26 - Medka distri. hospita. Ata 16/26 - Nova Oeste dis. de med. Ata 17/26 - Novasul Comer. de produtos hospi. Ata 18/26 - Santisa labo. farmac. Ata 19/26 - Target Med. e produ Hosp Ata 20/26 - TS farma distribui. Ata 21/26 - Unique distri. de medicam. Ata 22/26 - Viva farmaceutica Ata 23/26 - VLS medicamentos";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"RIO BANANAL";"FRASCO-AMPOLA";"OXACILINA";"3242/2025";"Diversas";"FRASCO-AMPOLA";"1163701410043";"Registro de Preços";;"4.14";"5796.0";"13159146"
"2026";"11546530000156";"SE";"MUNICIPAL";"25/02/2026";"03/06/2026";"12";"267502";"ÁCIDO ACETILSALICÍLICO, DOSAGEM:100 MG";"353";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"17854549000146";"MAIS MED COMERCIO DE PRODUTOS HOSPITALAR LTDA";"08055634000153";"IMEC-INDUSTRIA DE MEDICAMENTOS CUSTODIA LTDA";"100000";"A presente Ata tem por objeto o REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MEDICAMENTOS DA FARMÁCIA BÁSICA PARA ATENDER A DEMANDA DO FUNDO MUNICIPAL DE SAÚDE DE AQUIDABÃ – SERGIPE, referente aos itens que restaram fracassados em licitação anterior, conforme Termo de Referência, anexo do Edital do PREGÃO ELETRÔNICO SRP N° 19/2025,";"FUNDO MUNICIPAL DE SAUDE";"AQUIDABA";"COMPRIMIDO";"ÁCIDO ACETILSALICÍLICO";"19/2025";"04/2026";"COMPRIMIDO";"1425900060103";"Pregão";;"0.03";"3000.0";"13163848"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"268123";"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG";"8812";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"81706251000198";"PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA";"33069212000184";"MERCK S/A";"120000";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"COMPRIMIDO";"LEVOTIROXINA SÓDICA";"27/2025";"N/A";"COMPRIMIDO";"1008902020642";"Pregão";;"0.0897";"10764.0";"13164419"
"2026";"11429173000146";"ES";"MUNICIPAL";"07/01/2026";"11/02/2026";"12";"267140";"AZITROMICINA, DOSAGEM:500 MG";"3167";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"03945035000191";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"17115437000173";"LABORATORIO GLOBO SA";"20000";"Ata 01/226 - Acácia comér. de medicam. Ata 02/26 - CDR Brasil comér. Ata 03/26 - Cofarminas comér. de prod. farmacêuticos Ata 04/26 - Comercial cirúrgica Rioclarence Ata 05/26 - Conquista Distri. de medic. e prod. hospita. Ata 06/26 - Costa Camargo Comercio de Produtos Hospitalares Ata 07/26 - Dimaster comercio de produtos hospitalares Ata 08/26 - Distribuidora de medicame. Backes Ata 09/26 - Exclusiva distribu. de medicame. Ata 10/26 - Fresenius Kabi Brasil LTDA Ata 11/26 - Hospdrogas comercial LTDA matriz Ata 12/26 - Hospidrogas comercial de prod. hospitalares Ata 13/26 - JC prod. Farmacê. Hosp. Ata 14/26 - Med Center comer. Ata 15/26 - Medka distri. hospita. Ata 16/26 - Nova Oeste dis. de med. Ata 17/26 - Novasul Comer. de produtos hospi. Ata 18/26 - Santisa labo. farmac. Ata 19/26 - Target Med. e produ Hosp Ata 20/26 - TS farma distribui. Ata 21/26 - Unique distri. de medicam. Ata 22/26 - Viva farmaceutica Ata 23/26 - VLS medicamentos";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"RIO BANANAL";"COMPRIMIDO";"AZITROMICINA";"3242/2025";"Diversas";"COMPRIMIDO";"1053501600031";"Registro de Preços";;"0.77";"15400.0";"13164416"
"2026";"11429173000146";"ES";"MUNICIPAL";"07/01/2026";"11/02/2026";"12";"268124";"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG";"8812";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"03945035000191";"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"33069212000184";"MERCK S/A";"115000";"Ata 01/226 - Acácia comér. de medicam. Ata 02/26 - CDR Brasil comér. Ata 03/26 - Cofarminas comér. de prod. farmacêuticos Ata 04/26 - Comercial cirúrgica Rioclarence Ata 05/26 - Conquista Distri. de medic. e prod. hospita. Ata 06/26 - Costa Camargo Comercio de Produtos Hospitalares Ata 07/26 - Dimaster comercio de produtos hospitalares Ata 08/26 - Distribuidora de medicame. Backes Ata 09/26 - Exclusiva distribu. de medicame. Ata 10/26 - Fresenius Kabi Brasil LTDA Ata 11/26 - Hospdrogas comercial LTDA matriz Ata 12/26 - Hospidrogas comercial de prod. hospitalares Ata 13/26 - JC prod. Farmacê. Hosp. Ata 14/26 - Med Center comer. Ata 15/26 - Medka distri. hospita. Ata 16/26 - Nova Oeste dis. de med. Ata 17/26 - Novasul Comer. de produtos hospi. Ata 18/26 - Santisa labo. farmac. Ata 19/26 - Target Med. e produ Hosp Ata 20/26 - TS farma distribui. Ata 21/26 - Unique distri. de medicam. Ata 22/26 - Viva farmaceutica Ata 23/26 - VLS medicamentos";"FUNDO MUNICIPAL DE SAUDE DE RIO BANANAL";"RIO BANANAL";"COMPRIMIDO";"LEVOTIROXINA SÓDICA";"3242/2025";"Diversas";"COMPRIMIDO";"1008902020618";"Registro de Preços";;"0.09";"10350.0";"13164417"
"2026";"05816630000152";"BA";"ESTADUAL";"22/01/2026";"11/02/2026";"12";"267741";"PREDNISONA, DOSAGEM:5 MG";"11154";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"21632425000193";"SALVADOR DISTRIBUIDORA DE MEDICAMENTOS LTDA";"05161069000110";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"214000";;"FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA";"SALVADOR";"COMPRIMIDO";"PREDNISONA";"01987122025017542849";"299/2025";"COMPRIMIDO";"1558405720016";"Pregão";;"0.06";"12840.0";"13164424"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"268124";"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG";"8812";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"81706251000198";"PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA";"33069212000184";"MERCK S/A";"60000";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"COMPRIMIDO";"LEVOTIROXINA SÓDICA";"27/2025";"N/A";"COMPRIMIDO";"1008902020618";"Pregão";;"0.086";"5160.0";"13164425"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"294643";"IBUPROFENO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL";"8275";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"03652030000332";"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA";"05161069000110";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"3500";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"FRASCO 30,00 ML";"IBUPROFENO";"27/2025";"N/A";"FRASCO";"1558400400021";"Pregão";"3000.0";"1.9694";"6892.9";"13164442"
