ano_compra;"cnpj_instituicao";"sg_uf";"ds_esfera";dt_compra;dt_insercao;validade_compra;"co_catmat";"ds_item";"co_pdm";"co_grupo";"no_grupo";"co_classe";"no_classe";"fg_generico";"tp_compra";"sg_unidade_medida";"cnpj_fornecedor";"no_fornecedor";"cnpj_fabricante";"no_fabricante";qt_medicamento;"ds_observacao";"no_instituicao";"no_municipio";"un_medida_capacidade";"no_pdm";"nu_processo_compra";"nu_ata";"un_fornecimento";"registro_anvisa";"modalidade";vl_capacidade;vl_preco_unitario;vl_preco_total;co_seq_bps
"2026";"06016618000126";"RO";"MUNICIPAL";"18/06/2026";"20/07/2026";"12";"267566";"CARVEDILOL, DOSAGEM:3,125 MG";"4677";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"38460625000109";"JGM PRODUTOS PARA SAUDE LTDA";"00923140000131";"EMS SIGMA PHARMA LTDA";"15000";"PROCESSO 1-923/2026 Registro de preço para Contratação de Empresa para fornecimento de medicamentos para Assistência Farmacêutica Básica. Ata Nº 75, Ata Nº 76, Ata Nº 77, Ata Nº 78, Ata Nº 79, Ata Nº 80, Ata Nº 81, Ata Nº 82, Ata Nº 83, Ata Nº 84, Ata Nº 85, Ata Nº 86 e Ata Nº 87.";"FUNDO MUNICIPAL DE SAUDE DE MIRANTE DA SERRA";"MIRANTE DA SERRA";"COMPRIMIDO";"CARVEDILOL";"923/2026";"Atas Nº 75 a 87";"COMPRIMIDO";"1356906840023";"Pregão";;"0.09";"1350.0";"13270630"
"2026";"06016618000126";"RO";"MUNICIPAL";"18/06/2026";"20/07/2026";"12";"267311";"METOCLOPRAMIDA CLORIDRATO, DOSAGEM:4 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL";"9702";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"35250918000173";"L FERREIRA DA COSTA DISTRIBUIDORA DE MEDICAMENTOS";"18324343000177";"BELFAR LTDA";"120";"PROCESSO 1-923/2026 Registro de preço para Contratação de Empresa para fornecimento de medicamentos para Assistência Farmacêutica Básica. Ata Nº 75, Ata Nº 76, Ata Nº 77, Ata Nº 78, Ata Nº 79, Ata Nº 80, Ata Nº 81, Ata Nº 82, Ata Nº 83, Ata Nº 84, Ata Nº 85, Ata Nº 86 e Ata Nº 87.";"FUNDO MUNICIPAL DE SAUDE DE MIRANTE DA SERRA";"MIRANTE DA SERRA";"FRASCO 10,00 ML";"METOCLOPRAMIDA CLORIDRATO";"923/2026";"Atas Nº 75 a 87";"FRASCO";"1057100860027";"Pregão";"1000.0";"2.99";"358.8";"13270631"
"2026";"76416866000140";"PR";"ESTADUAL";"08/06/2026";"18/06/2026";"12";"467834";"PINÇA CIRÚRGICA, MODELO 1:KELLY, FORMATO PONTA:PONTA RETA, TIPO PONTA:SERRILHADA, COMPRIMENTO TOTAL:CERCA DE 16 CM, COMPONENTE:C/ CREMALHEIRA, MATERIAL:AÇO INOXIDÁVEL, ESTERILIDADE:ESTERILIZÁVEL";"19828";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6515";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS";;"ADMINISTRATIVA";;"38405762000140";"STAN COMERCIO DE PRODUTOS MEDICOS LTDA";"04956527000145";"ORION COMERCIO DE ARTIGOS MEDICOS LTDA";"915";"Registro de Preços, pelo período de 1 (um) ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de instrumentais cirúrgicos IX";"SECRETARIA DE ESTADO DA SAUDE";"CURITIBA";"UNIDADE";"PINÇA CIRÚRGICA";"225091668";"467";"UNIDADE";;"Pregão";;"26.76";"24485.4";"13270633"
"2026";"13693153000103";"RS";"MUNICIPAL";"08/06/2026";"24/06/2026";"12";"267566";"CARVEDILOL, DOSAGEM:3,125 MG";"4677";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";;"04071245000160";"LICIMED DISTRIBUIDORA DE MEDICAMENTOS, CORRELATOS E PRODUTOS MEDICOS E HOSPITALARES LTDA";"60659463000191";"ACHE LABORATORIOS FARMACEUTICOS SA";"153600";;"CONSORCIO PUBLICO DA ASSOCIACAO DOS MUNICIPIOS DA REGIAO METROPOLITANA DE PORTO ALEGRE - CP GRANPAL";"PORTO ALEGRE";"COMPRIMIDO";"CARVEDILOL";"8";"32";"COMPRIMIDO";;"Registro de Preços";;"0.0698";"10721.28";"13270634"
"2026";"10298603000175";"PE";"MUNICIPAL";"06/02/2026";"01/08/2026";"12";"620076";"LUVA CIRÚRGICA - MATERIAL: BORRACHA NATURAL - LÁTEX - SUPERFÍCIE: SUPERFÍCIE LISA - FORMATO: ANATÔMICO - PÓ: COM PÓ BIOABSORVÍVEL - COR: C/ COR - TAMANHO: Nº 7,0 - APRESENTAÇÃO: EM PAR - ESTERILIDADE: ESTÉRIL, USO ÚNICO.";"30248";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6515";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS";;"ADMINISTRATIVA";;"51045579000140";"FJS DISTRIBUIDORA DE MATERIAIS E EQUIPAMENTOS HOSPITALARES E ODONTOLOGICOS LTDA";"43945150000180";"ABL INDUSTRIA, COMERCIO ATACADISTA, IMPORTACAO E EXPORTACAO LTDA";"12000";"PREGÃO ELETRÔNICO SRP N° 024/2025";"FUNDO MUNICIPAL DE SAUDE";"TAMANDARE";"UNIDADE";"LUVA CIRÚRGICA";"N° 039/2025";"CONTRATO N° 007/2026";"UNIDADE";;"Pregão";;"0.68";"8160.0";"13270637"
"2026";"11546530000156";"SE";"MUNICIPAL";"08/06/2026";"17/06/2026";"12";"435801";"TERMÔMETRO CLÍNICO, AJUSTE:DIGITAL, ESCALA:ATÉ 45 ¿C, TIPO :USO AXILAR E ORAL, COMPONENTES:C/ ALARMES, MEMÓRIA:MEMÓRIA ÚLTIMA MEDIÇÃO, EMBALAGEM:EMBALAGEM INDIVIDUAL";"12670";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6515";"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS";;"ADMINISTRATIVA";;"42067051000180";"CT COMERCIO DISTRIBUIDORA HOSPITALAR LTDA";"65013120000179";"ANTONIO CARLOS DE FENDI LTDA";"100";"A presente Ata tem por objeto o REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MATERIAIS HOSPITALARES PARA ATENDER A DEMANDA DO FUNDO MUNICIPAL DE SAÚDE DE AQUIDABÃ – SERGIPE, conforme Termo de Referência, anexo do Edital do PREGÃO ELETRÔNICO SRP N° 04/2026,";"FUNDO MUNICIPAL DE SAUDE";"AQUIDABA";"UNIDADE";"TERMÔMETRO CLÍNICO";"04/2026";"14/2026";"UNIDADE";;"Pregão";;"70.0";"7000.0";"13270639"
"2026";"10540697000147";"SC";"MUNICIPAL";"16/03/2026";"03/06/2026";"12";"328532";"VALPROATO DE SÓDIO, CONCENTRAÇÃO:50 MG/ML, FORMA FARMACÊUTICA:XAROPE";"13243";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"44734671002286";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"19570720000110";"HIPOLABOR FARMACEUTICA LTDA";"3000";;"FUNDO MUNICIPAL DE SAUDE DE FORQUILHINHA";"FORQUILHINHA";"FRASCO 100,00 ML";"VALPROATO DE SÓDIO";"27/2025";"N/A";"FRASCO";"1134301420048";"Pregão";"10000.0";"5.4657";"16397.1";"13270642"
"2026";"13693153000103";"RS";"MUNICIPAL";"08/06/2026";"18/06/2026";"12";"268186";"GLICEROL, DOSAGEM:95%, APRESENTAÇÃO:SUPOSITÓRIO ADULTO";"14671";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";;"40274237000185";"CLM FARMA COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA";"46179008000168";"BRASTERAPICA INDUSTRIA FARMACEUTICA LTDA.";"500";;"CONSORCIO PUBLICO DA ASSOCIACAO DOS MUNICIPIOS DA REGIAO METROPOLITANA DE PORTO ALEGRE - CP GRANPAL";"PORTO ALEGRE";"SUPOSITÓRIO";"GLICEROL";"8";"19";"SUPOSITÓRIO";;"Registro de Preços";;"1.3008";"650.4";"13270644"
"2026";"11718406000120";"SE";"MUNICIPAL";"05/05/2026";"19/06/2026";"2";"268520";"RITUXIMABE, DOSAGEM:10MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL";"11761";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"JUDICIAL";"ML";"31958700000117";"H C IMPORTACOES EXPORTACOES LTDA";"05452889000161";"CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRASIL LTDA";"2";;"FUNDO MUNICIPAL DE SAUDE";"ARACAJU";"FRASCO 50,00 ML";"RITUXIMABE";"113/2026";;"FRASCO";"1921600030011";"Dispensa de Licitação";"5000.0";"2553.77";"5107.54";"13270647"
"2026";"95594776000193";"PR";"MUNICIPAL";"08/07/2026";"10/08/2026";"12";"268504";"ONDANSETRONA CLORIDRATO, DOSAGEM:2 MG/ML, INDICAÇÃO:INJETÁVEL";"10217";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"00656468000139";"SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA";"17174657000178";"HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA";"6500";"Compras realizadas através do Pregão eletrônico 21/2025";"MUNICIPIO DE SANTA LUCIA";"SANTA LUCIA";"AMPOLA 2,00 ML";"ONDANSETRONA CLORIDRATO";"186/2025";"77/2025";"AMPOLA";"1038700580045";"Pregão";"200.0";"0.82";"5330.0";"13270654"
"2026";"11321779000163";"PB";"MUNICIPAL";"08/07/2026";"20/07/2026";"3";"267566";"CARVEDILOL, DOSAGEM:3,125 MG";"4677";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"31187918000115";"ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA";"57507378000365";"EMS S/A";"300";"COMPRA PARCELADA DE MEDICAMENTOS BASICOS CONFORME O PE 008/2026 VIGENTE.";"FUNDO MUNICIPAL DE SAUDE - SALGADINHO - PB";"SALGADINHO";"COMPRIMIDO";"CARVEDILOL";"OF 005/2026 MED BASI";"008/2026";"COMPRIMIDO";"1023510730048";"Pregão";;"0.1";"30.0";"13270657"
"2026";"13693153000103";"RS";"MUNICIPAL";"08/06/2026";"29/06/2026";"12";"272796";"HEPARINA SÓDICA, DOSAGEM:5.000UI/ML, INDICAÇÃO:INJETÁVEL";"8200";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"00358519000146";"RCC - DISTRIBUIDORA DE MEDICAMENTOS, CORRELATOS E PRODUTOS MEDICOS E HOSPITALARES LTDA";"61190096000192";"EUROFARMA LABORATORIOS S.A.";"2180";;"CONSORCIO PUBLICO DA ASSOCIACAO DOS MUNICIPIOS DA REGIAO METROPOLITANA DE PORTO ALEGRE - CP GRANPAL";"PORTO ALEGRE";"FRASCO 5,00 ML";"HEPARINA SÓDICA";"8";"41";"FRASCO";"1004301240025";"Registro de Preços";"500.0";"14.0";"30520.0";"13270659"
"2026";"13693153000103";"RS";"MUNICIPAL";"08/06/2026";"29/06/2026";"12";"292419";"CLINDAMICINA, DOSAGEM:150 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL";"5077";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"06294126000100";"RS - PRODUTOS HOSPITALARES LTDA";"17174657000178";"HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA";"6800";;"CONSORCIO PUBLICO DA ASSOCIACAO DOS MUNICIPIOS DA REGIAO METROPOLITANA DE PORTO ALEGRE - CP GRANPAL";"PORTO ALEGRE";"AMPOLA 4,00 ML";"CLINDAMICINA";"8";"44";"AMPOLA";"1038700360029";"Registro de Preços";"400.0";"2.2";"14960.0";"13270660"
"2026";"13693153000103";"RS";"MUNICIPAL";"08/06/2026";"29/06/2026";"12";"268446";"DOBUTAMINA CLORIDRATO, DOSAGEM:12,5 MG/ML, INDICAÇÃO:INJETÁVEL";"5166";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"35959514000153";"TOLESUL DISTRIBUIDORA DE MEDICAMENTOS LTDA";"17174657000178";"HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA";"5750";;"CONSORCIO PUBLICO DA ASSOCIACAO DOS MUNICIPIOS DA REGIAO METROPOLITANA DE PORTO ALEGRE - CP GRANPAL";"PORTO ALEGRE";"AMPOLA 20,00 ML";"DOBUTAMINA CLORIDRATO";"8";"46";"AMPOLA";"1038700570015";"Registro de Preços";"2000.0";"4.79";"27542.5";"13270665"
"2026";"13693153000103";"RS";"MUNICIPAL";"08/06/2026";"29/06/2026";"12";"268504";"ONDANSETRONA CLORIDRATO, DOSAGEM:2 MG/ML, INDICAÇÃO:INJETÁVEL";"10217";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"35959514000153";"TOLESUL DISTRIBUIDORA DE MEDICAMENTOS LTDA";"17174657000178";"HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA";"31902";;"CONSORCIO PUBLICO DA ASSOCIACAO DOS MUNICIPIOS DA REGIAO METROPOLITANA DE PORTO ALEGRE - CP GRANPAL";"PORTO ALEGRE";"AMPOLA 4,00 ML";"ONDANSETRONA CLORIDRATO";"8";"46";"AMPOLA";"1038700580029";"Registro de Preços";"400.0";"0.7999";"25518.4098";"13270666"
"2026";"13693153000103";"RS";"MUNICIPAL";"08/06/2026";"29/06/2026";"12";"268504";"ONDANSETRONA CLORIDRATO, DOSAGEM:2 MG/ML, INDICAÇÃO:INJETÁVEL";"10217";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"35959514000153";"TOLESUL DISTRIBUIDORA DE MEDICAMENTOS LTDA";"17174657000178";"HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA";"112200";;"CONSORCIO PUBLICO DA ASSOCIACAO DOS MUNICIPIOS DA REGIAO METROPOLITANA DE PORTO ALEGRE - CP GRANPAL";"PORTO ALEGRE";"AMPOLA 4,00 ML";"ONDANSETRONA CLORIDRATO";"8";"46";"AMPOLA";"1038700580061";"Registro de Preços";"400.0";"0.7199";"80772.78";"13270667"
"2026";"13693153000103";"RS";"MUNICIPAL";"08/06/2026";"30/06/2026";"12";"445797";"BECLOMETASONA DIPROPIONATO, CONCENTRAÇÃO:200 MCG/DOSE, FORMA FARMACEUTICA:AEROSSOL ORAL, CARACTERÍSTICA ADICIONAL:FRASCO DOSEADOR C/ BOCAL AEROGADOR";"6240";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";"DOSES";"47190369000178";"A.L.L COMERCIO DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA";"19570720000110";"HIPOLABOR FARMACEUTICA LTDA";"800";;"CONSORCIO PUBLICO DA ASSOCIACAO DOS MUNICIPIOS DA REGIAO METROPOLITANA DE PORTO ALEGRE - CP GRANPAL";"PORTO ALEGRE";"FRASCO 200,00 DOSES";"BECLOMETASONA DIPROPIONATO";"8";"13";"FRASCO";;"Registro de Preços";"20000.0";"19.9999";"15999.92";"13270670"
"2026";"18663401000197";"MG";"MUNICIPAL";"20/05/2026";"23/07/2026";"12";"268129";"LEVOMEPROMAZINA, DOSAGEM:100 MG";"5200";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"08778201000126";"DROGAFONTE LTDA";"44734671000151";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"33000";;"MUNICIPIO DE GUAXUPE";"GUAXUPE";"COMPRIMIDO";"LEVOMEPROMAZINA";"104/2026";"SIM";"COMPRIMIDO";"1029800280151";"Pregão";;"0.565";"18645.0";"13270680"
"2026";"09201882000128";"PR";"MUNICIPAL";"23/06/2026";"02/07/2026";"12";"271110";"CIPROTERONA ACETATO, APRESENTAÇÃO:ASSOCIADA À ETINILESTRADIOL, DOSAGEM:2MG + 0,035MG";"1747";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"12014370000167";"ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA";"17562075000169";"CIFARMA CIENTIFICA FARMACEUTICA LTDA";"34965";;"FUNDO MUNICIPAL DE SAUDE";"SANTA HELENA";"COMPRIMIDO";"CIPROTERONA ACETATO";"17/2026";"77";"COMPRIMIDO";"1156001970019";"Pregão";;"0.1474";"5153.841";"13270683"
"2026";"18158261000108";"MG";"MUNICIPAL";"07/05/2026";"03/07/2026";"2";"412091";"RIVAROXABANA, CONCENTRAÇÃO:20 MG";"1612";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"12927876000167";"SOMA/MG PRODUTOS HOSPITALARES LTDA";"57507378000365";"EMS S/A";"2000";"Adesão ata de registro de preços estado ata 247/2022.";"MUNICIPIO DE DOURADOQUARA";"DOURADOQUARA";"COMPRIMIDO";"RIVAROXABANA";"11275/4";"79/25";"COMPRIMIDO";"1023512830333";"Pregão";;"0.22";"440.0";"13270687"
"2026";"18158261000108";"MG";"MUNICIPAL";"29/04/2026";"06/07/2026";"2";"285015";"PARACETAMOL, APRESENTAÇÃO:ASSOCIADO COM TRAMADOL CLORIDRATO, DOSAGEM:325MG + 37,5MG";"10422";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"00874929000140";"MED CENTER COMERCIAL LTDA";"05254971000181";"ZYDUS NIKKHO FARMACEUTICA LTDA";"400";"Adesão ata de registro de preços estado ata 247/2022";"MUNICIPIO DE DOURADOQUARA";"DOURADOQUARA";"COMPRIMIDO";"PARACETAMOL";"11262";"80/25";"COMPRIMIDO";"1565100940015";"Pregão";;"0.75";"300.0";"13270689"
"2026";"05816630000152";"BA";"ESTADUAL";"27/05/2026";"06/07/2026";"12";"396568";"MICAFUNGINA, COMPOSIÇÃO:SÓDICA, CONCENTRAÇAO:100 MG, FORMA FARMACEUTICA:PÓ LIÓFILO P/ INJETÁVEL";"5165";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";;"ADMINISTRATIVA";;"64171697000499";"ACCORD FARMACEUTICA LTDA";"64171697000146";"ACCORD FARMACEUTICA LTDA";"7600";;"FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA";"SALVADOR";"FRASCO-AMPOLA";"MICAFUNGINA";"01987122026001495413";"061/2026";"FRASCO-AMPOLA";;"Pregão";;"160.0";"1216000.0";"13270696"
"2026";"22855167000177";"RO";"MUNICIPAL";"31/03/2026";"07/07/2026";"12";"272796";"HEPARINA SÓDICA, DOSAGEM:5.000UI/ML, INDICAÇÃO:INJETÁVEL";"8200";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"42043318000108";"FL SHELF REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS LTDA";"58430828000160";"BLAU FARMACEUTICA S.A.";"500";;"MUNICIPIO DE SAO MIGUEL DO GUAPORE";"SAO MIGUEL DO GUAPORE";"FRASCO 5,00 ML";"HEPARINA SÓDICA";"603/2026";"nº82/2025";"FRASCO";"1163700690026";"Pregão";"500.0";"56.82";"28410.0";"13270697"
"2026";"11159820000147";"AL";"MUNICIPAL";"02/03/2026";"22/07/2026";"12";"267311";"METOCLOPRAMIDA CLORIDRATO, DOSAGEM:4 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL";"9702";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";"ML";"10381442000189";"BELLA FARMA MEDICAMENTOS LTDA";"17159229000176";"LABORATORIO TEUTO BRASILEIRO S/A";"14";;"FUNDO MUNICIPAL DE SAUDE DE BRANQUINHA";"BRANQUINHA";"FRASCO 10,00 ML";"METOCLOPRAMIDA CLORIDRATO";"1001080600092024";"0172024";"FRASCO";"1037002810020";"Pregão";"1000.0";"66.66";"933.24";"13270709"
"2026";"07662324000134";"RS";"MUNICIPAL";"02/01/2026";"24/03/2026";"12";"272912";"ÁCIDO VALPRÓICO, DOSAGEM:300 MG, INDICAÇÃO:LIBERAÇÃO ENTÉRICA";"2036";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"05782733000149";"CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.";"56998701000116";"ABBOTT LABORATORIOS DO BRASIL LTDA";"12000";;"CONSORCIO INTERMUNICIPAL DO VALE DO RIO CAI (CIS-CAI)";"MONTENEGRO";"COMPRIMIDO";"ÁCIDO VALPRÓICO";"89/2025";"15/2025";"COMPRIMIDO";"1055303150044";"Pregão";;"0.815";"9780.0";"13270714"
"2026";"42498717000155";"RJ";"ESTADUAL";"15/04/2026";"08/07/2026";"12";"267081";"FENOFIBRATO, DOSAGEM:200 MG";"17700";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"04380569000180";"J R G DISTRIBUIDORA DE MEDICAMENTOS HOSPITALARES LTDA";"57507378000365";"EMS S/A";"177276";;"SECRETARIA DE ESTADO DE SAUDE - SES";"RIO DE JANEIRO";"CÁPSULA";"FENOFIBRATO";"0800010129632025";"065/2026";"CÁPSULA";"1023509420022";"Pregão";;"0.7333";"129996.4908";"13270715"
"2026";"46374500026231";"SP";"ESTADUAL";"17/06/2026";"08/07/2026";"12";"602487";"HIDROXIURÉIA, CONCENTRAÇÃO:100 MG";"8248";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"43295831000140";"INTERLAB FARMACEUTICA LTDA";"14821008000123";"MASTERS SPECIALITY PHARMA LTDA";"668650";;"SECRETARIA DE ESTADO DA SAUDE";"SAO PAULO";"COMPRIMIDO";"HIDROXIURÉIA";"024.00184572/2025-11";"PERP 050/2026";"COMPRIMIDO";"1945300010012";"Pregão";;"4.6";"3075790.0";"13270716"
"2026";"11159820000147";"AL";"MUNICIPAL";"02/03/2026";"22/07/2026";"12";"272796";"HEPARINA SÓDICA, DOSAGEM:5.000UI/ML, INDICAÇÃO:INJETÁVEL";"8200";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"ML";"10381442000189";"BELLA FARMA MEDICAMENTOS LTDA";"58430828000160";"BLAU FARMACEUTICA S.A.";"32";;"FUNDO MUNICIPAL DE SAUDE DE BRANQUINHA";"BRANQUINHA";"FRASCO 10,00 ML";"HEPARINA SÓDICA";"1001080600092024";"0172024";"FRASCO";"1163700690115";"Pregão";"1000.0";"6.66";"213.12";"13270721"
"2026";"18158261000108";"MG";"MUNICIPAL";"07/05/2026";"08/07/2026";"2";"445797";"BECLOMETASONA DIPROPIONATO, CONCENTRAÇÃO:200 MCG/DOSE, FORMA FARMACEUTICA:AEROSSOL ORAL, CARACTERÍSTICA ADICIONAL:FRASCO DOSEADOR C/ BOCAL AEROGADOR";"6240";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";"DOSES";"61363032001541";"CHIESI FARMACEUTICA LTDA";"61363032000146";"CHIESI FARMACEUTICA LTDA";"10";"Adesão ata de registro de preços estado ata 247/2022.";"MUNICIPIO DE DOURADOQUARA";"DOURADOQUARA";"FRASCO 200,00 DOSES";"BECLOMETASONA DIPROPIONATO";"2602/1";"47/26";"FRASCO";"1005801110072";"Pregão";"20000.0";"13.2";"132.0";"13270723"
"2026";"11159820000147";"AL";"MUNICIPAL";"02/03/2026";"22/07/2026";"12";"268129";"LEVOMEPROMAZINA, DOSAGEM:100 MG";"5200";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"10381442000189";"BELLA FARMA MEDICAMENTOS LTDA";"19570720000110";"HIPOLABOR FARMACEUTICA LTDA";"46";;"FUNDO MUNICIPAL DE SAUDE DE BRANQUINHA";"BRANQUINHA";"COMPRIMIDO";"LEVOMEPROMAZINA";"1001080600092024";"0172024";"COMPRIMIDO";"1134301940025";"Pregão";;"281.25";"12937.5";"13270793"
"2026";"06016618000126";"RO";"MUNICIPAL";"18/06/2026";"20/07/2026";"12";"268129";"LEVOMEPROMAZINA, DOSAGEM:100 MG";"5200";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"N";"ADMINISTRATIVA";;"61828536000194";"OESTE SUL CIRURGICA LTDA";"44734671000151";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"4000";"PROCESSO 1-923/2026 Registro de preço para Contratação de Empresa para fornecimento de medicamentos para Assistência Farmacêutica Básica. Ata Nº 75, Ata Nº 76, Ata Nº 77, Ata Nº 78, Ata Nº 79, Ata Nº 80, Ata Nº 81, Ata Nº 82, Ata Nº 83, Ata Nº 84, Ata Nº 85, Ata Nº 86 e Ata Nº 87.";"FUNDO MUNICIPAL DE SAUDE DE MIRANTE DA SERRA";"MIRANTE DA SERRA";"COMPRIMIDO";"LEVOMEPROMAZINA";"923/2026";"Atas Nº 75 a 87";"COMPRIMIDO";"1029800280151";"Pregão";;"0.74";"2960.0";"13270788"
"2026";"07662324000134";"RS";"MUNICIPAL";"02/01/2026";"24/03/2026";"12";"400852";"TICAGRELOR, CONCENTRAÇÃO:90 MG";"1775";"65";"Equipamentos e artigos para uso médico, dentário e veterinario";"6505";"DROGAS E MEDICAMENTOS";"S";"ADMINISTRATIVA";;"94516671000153";"CIRURGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA.";"73663650000190";"RANBAXY FARMACEUTICA LTDA";"5700";;"CONSORCIO INTERMUNICIPAL DO VALE DO RIO CAI (CIS-CAI)";"MONTENEGRO";"COMPRIMIDO";"TICAGRELOR";"89/2025";"15/2025";"COMPRIMIDO";"1235202950043";"Pregão";;"2.7232";"15522.24";"13270791"
